experiment_id,trial_id,case_id,case_index,composition,homogeneous_type,status,valid,invalid_reason,rule_set_version,persona_prompt_version,judge_criteria_version,indicator_version,brain_provider,brain_model,rounds,stop_reason,total_speeches,total_passes,total_skips,total_chars,valid_vote_count,abstain_count,top_vote_count,executed,executed_count,executed_final_roles,no_execution_reason,winner,village_correct,vote_concentration,final_entropy,convergence_round,correction_rate,deterioration_rate,mean_confidence_delta,plan_vote_mismatch_rate,elapsed_seconds,ai_wait_seconds,inference_calls,machine_name,village_vote_accuracy,pass_rate,speech_count_gini,decided_from_unknown_count
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,1,1,1428,8,0,3,p1|p8,2,thief|werewolf,,village,1,0.375,0.0,,,,2.0,0.625,323.203,323.167,56,,0.5,0.0625,0.0583,8
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1216,8,0,6,p3,1,villager,,werewolf,0,0.75,0.0,,,,2.1667,0.6667,265.798,265.768,56,,0.0,0.3158,0.1442,6
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1379,8,0,5,p1,1,thief,,werewolf,0,0.625,0.528321,,,,2.0,0.75,153.5,153.469,58,,0.1667,0.2222,0.1071,4
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,2,20,1,184,8,0,7,p1,1,thief,,werewolf,0,0.875,0.0,,,,1.1429,0.0,172.219,172.177,59,,0.0,0.9091,0.875,7
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,7,0,1006,8,0,5,p1,1,thief,,werewolf,0,0.625,0.0,,,,2.2,1.0,149.854,149.823,55,,0.0,0.3684,0.2292,5
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,15,19,0,1284,8,0,7,p7,1,werewolf,,village,1,0.875,0.270426,4,,,2.5,0.125,382.013,381.977,69,,1.0,0.5588,0.2583,8
e-20260830-010837,e-20260830-010837-t001,e-20260830-010837-t001-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,2,20,1,131,8,0,7,p1,1,thief,,werewolf,0,0.875,0.0,,,,1.25,0.125,261.782,261.747,58,,0.0,0.9091,0.875,8
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,9,10,1,655,8,0,6,p8,1,werewolf,,village,1,0.75,0.0,2,,,2.2,0.0,303.962,303.931,60,,1.0,0.5263,0.4306,5
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,23,17,1,2365,8,0,4,p2,1,villager,,werewolf,0,0.5,0.306099,6,,,2.125,1.0,392.307,392.265,74,,0.3333,0.425,0.212,8
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,13,0,552,8,0,5,p8,1,werewolf,,village,1,0.625,0.306099,,,,2.0,0.6667,307.042,307.01,64,,1.0,0.619,0.4688,3
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,14,21,0,1252,8,0,5,p1,1,villager,,werewolf,0,0.625,0.240643,,,,2.1667,0.6667,340.856,340.816,79,,0.0,0.6,0.375,6
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,5,16,1,324,8,0,4,p8,1,werewolf,,village,1,0.5,0.333333,,,,1.5,0.5,271.366,271.332,67,,0.6667,0.7619,0.675,4
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,13,31,0,970,8,0,5,p7,1,seer,,werewolf,0,0.625,0.0,,,,2.0,1.0,407.367,407.326,95,,0.3333,0.7045,0.5673,1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,16,26,0,1374,8,0,7,p4,1,thief,,werewolf,0,0.875,0.306099,4,,,2.25,0.625,344.222,344.18,77,,0.0,0.619,0.4688,8
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1277,8,0,5,p4,1,thief,,werewolf,0,0.625,0.0,,,,2.125,0.625,167.999,167.967,47,,0.0,0.2222,0.1071,8
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,5,0,871,8,0,4,p8,1,werewolf,,village,1,0.5,0.0,,,,1.5,0.5,161.252,161.222,53,,0.6667,0.2778,0.1827,6
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1416,8,0,4,p4,1,thief,,werewolf,0,0.5,0.306099,2,,,2.0,0.375,157.683,157.649,45,,0.1667,0.1176,0.0583,8
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1518,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,,,2.0,0.625,156.046,156.017,48,,0.8333,0.2222,0.1071,8
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,17,24,0,1535,8,0,6,p1,1,villager,,werewolf,0,0.75,0.41721,,,,2.4,0.6,365.043,365.004,81,,0.0,0.5854,0.2279,5
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1516,8,0,4,p8,1,werewolf,,village,1,0.5,0.0,,,,1.5,0.25,181.2,181.17,59,,0.6667,0.2222,0.1071,4
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,5,1,1224,8,0,4,p4|p8,2,thief|werewolf,,village,1,0.5,0.0,1,,,2.25,0.25,209.879,209.846,57,,0.6667,0.2778,0.1442,4
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1153,8,0,4,p4,1,thief,,werewolf,0,0.5,0.0,,,,2.2857,0.7143,229.439,229.4,55,,0.1667,0.2222,0.1071,7
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1460,8,0,6,p5,1,werewolf,,village,1,0.75,0.0,,,,2.125,0.25,151.287,151.252,46,,1.0,0.3158,0.1442,8
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,7,14,0,519,8,0,4,p8,1,werewolf,,village,1,0.5,0.0,,,,1.5,0.875,145.041,145.012,50,,0.8333,0.6667,0.5536,8
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,3,0,1077,8,0,7,p3,1,thief,,werewolf,0,0.875,0.0,,,0.0,2.5,0.5,203.195,203.162,61,,0.0,0.1765,0.125,2
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,20,21,0,1804,8,0,4,p8,1,villager,,werewolf,0,0.5,0.306099,,,0.0,2.25,0.625,366.857,366.81,77,,0.5,0.5122,0.1875,7
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,14,28,1,1174,8,0,7,p3,1,thief,,werewolf,0,0.875,0.5,,,1.0,2.0,0.6667,536.703,536.655,91,,0.0,0.6667,0.4821,5
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,12,0,719,8,0,4,p5,1,werewolf,,village,1,0.5,0.528321,,,,2.0,0.4286,128.617,128.584,55,,0.6667,0.6,0.5,7
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,7,14,0,490,8,0,4,p8,1,villager,,werewolf,0,0.5,0.0,,,0.0,0.6667,1.0,138.94,138.909,60,,0.3333,0.6667,0.5536,2
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,6,15,0,473,8,0,6,p5,1,werewolf,,village,1,0.75,0.306099,2,,0.0,1.875,0.0,124.811,124.781,50,,1.0,0.7143,0.625,7
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,22,19,0,1821,8,0,7,p8,1,villager,,werewolf,0,0.875,0.41721,,,,2.375,0.875,335.513,335.467,73,,0.0,0.4634,0.2159,8
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1032,8,0,6,p5,1,werewolf,,village,1,0.75,0.0,2,,,2.5,0.0,137.315,137.286,54,,1.0,0.2222,0.1071,6
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,6,0,984,8,0,6,p5,1,werewolf,,village,1,0.75,0.306099,2,,0.0,2.1429,0.0,324.698,324.666,56,,1.0,0.3333,0.25,6
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1311,8,0,5,p5,1,werewolf,,village,1,0.625,0.333333,,,0.0,2.0,0.375,182.434,182.402,46,,0.8333,0.1176,0.0583,7
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,23,14,0,2123,8,0,4,p5,1,werewolf,,village,1,0.5,0.306099,,,0.0,2.25,0.125,377.154,377.114,70,,0.6667,0.3784,0.1685,7
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,24,14,1,2204,8,0,5,p3,1,thief,,werewolf,0,0.625,0.0,,,,2.25,0.625,514.738,514.694,77,,0.0,0.3684,0.0729,8
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,22,17,0,2647,8,0,5,p1,1,seer,,werewolf,0,0.625,0.0,,,0.0,2.375,1.0,344.484,344.443,69,,0.0,0.4359,0.1591,7
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,9,12,0,707,8,0,5,p5,1,werewolf,,village,1,0.625,0.0,1,,,2.1429,0.1429,164.655,164.622,59,,0.8333,0.5714,0.375,7
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,17,15,2,1406,8,0,7,p5,1,werewolf,,village,1,0.875,0.0,1,,0.0,2.0,0.25,477.479,477.442,81,,1.0,0.4688,0.1985,3
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1360,8,0,6,p1,1,seer,,werewolf,0,0.75,0.456984,,,1.0,2.0,0.3333,234.136,234.103,54,,0.0,0.3158,0.1442,5
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1145,8,0,7,p5,1,werewolf,,village,1,0.875,0.486383,,,,3.0,0.0,213.171,213.138,65,,1.0,0.2222,0.1071,2
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,14,21,0,1625,8,0,5,p8,1,villager,,werewolf,0,0.625,0.0,,,,2.2,1.0,417.155,417.115,82,,0.0,0.6,0.3036,5
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1059,8,0,7,p1,1,villager,,werewolf,0,0.875,0.333333,,,,2.8,0.0,305.647,305.611,63,,0.0,0.3158,0.1442,5
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,18,24,0,1538,8,0,6,p8,1,villager,,werewolf,0,0.75,0.0,,,,1.0,1.0,445.744,445.704,90,,0.0,0.5714,0.2361,4
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,5,16,1,420,8,0,5,p1,1,villager,,werewolf,0,0.625,0.0,,,,1.4,0.4,333.524,333.494,69,,0.0,0.7619,0.675,5
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,6,15,0,481,8,0,4,p1,1,villager,,werewolf,0,0.5,0.333333,,,,1.5,0.3333,231.508,231.475,63,,0.3333,0.7143,0.625,6
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,7,0,1086,8,0,5,p8,1,villager,,werewolf,0,0.625,0.0,,,,1.0,1.0,194.596,194.564,64,,0.0,0.3684,0.2292,1
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,10,10,0,839,8,0,5,p8,1,villager,,werewolf,0,0.625,0.528321,,,,,,246.655,246.613,68,,0.0,0.5,0.35,0
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,19,20,0,1570,8,0,7,p8,1,villager,,werewolf,0,0.875,0.0,,,,,,234.678,234.636,84,,0.0,0.5128,0.2039,0
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,8,0,891,8,0,6,p1,1,villager,,werewolf,0,0.75,0.333333,,,,0.0,0.0,316.358,316.318,69,,0.0,0.4,0.1667,1
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1137,8,0,4,p1,1,villager,,werewolf,0,0.5,0.0,,,,2.125,0.625,157.711,157.678,48,,0.0,0.2222,0.1071,8
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1262,8,0,7,p7,1,thief,,werewolf,0,0.875,0.0,,,,2.0,0.5,229.241,229.207,58,,0.0,0.1176,0.0583,6
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,19,21,0,1990,8,0,6,p8,1,villager,,werewolf,0,0.75,0.306099,,,,2.1429,1.0,418.581,418.538,77,,0.0,0.525,0.0987,7
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,7,0,1416,8,0,4,p8,1,villager,,werewolf,0,0.5,0.639432,,,,2.25,0.625,274.475,274.442,51,,0.0,0.3684,0.2292,8
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,10,10,0,915,8,0,4,p2|p8,2,villager|villager,,werewolf,0,0.5,0.0,,,,,,263.976,263.943,68,,0.0,0.5,0.35,0
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,22,17,0,2045,8,0,2,p1|p3|p8,3,villager|werewolf|villager,,village,1,0.25,0.306099,,,,2.5,0.875,435.082,435.03,81,,0.3333,0.4359,0.1932,8
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1102,8,0,5,p1,1,villager,,werewolf,0,0.625,0.5,,,,,,203.474,203.446,63,,0.0,0.2222,0.1071,0
e-20260830-010837,e-20260830-010837-t004,e-20260830-010837-t004-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1217,8,0,5,p7,1,thief,,werewolf,0,0.625,0.333333,,,,3.0,0.0,139.924,139.895,60,,0.0,0.1176,0.0583,1
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,15,18,1,1612,8,0,7,p7,1,thief,,werewolf,0,0.875,0.240643,3,0.0,,1.875,0.125,411.317,411.28,67,,0.0,0.5455,0.2583,7
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,2,21,0,151,8,0,4,p7,1,thief,,werewolf,0,0.5,0.0,,0.0,,1.5,1.0,179.863,179.831,66,,0.5,0.913,0.875,2
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,4,all_pass,7,23,0,646,8,0,5,p7,1,thief,,werewolf,0,0.625,0.0,2,,,2.0,0.7143,260.191,260.152,69,,0.1667,0.7667,0.5536,7
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,6,15,0,420,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,,,,,149.686,149.656,67,,0.8333,0.7143,0.625,0
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,12,0,716,8,0,4,p1,1,villager,,werewolf,0,0.5,0.0,,0.0,,1.25,0.5,183.528,183.493,62,,0.5,0.6,0.5,3
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,15,26,0,1060,8,0,5,p8,1,werewolf,,village,1,0.625,0.216674,3,0.0,,2.0,0.375,487.385,487.334,83,,0.8333,0.6341,0.275,7
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,19,22,1,1959,8,0,5,p3,1,seer,,werewolf,0,0.625,0.270426,,,,2.375,0.875,393.538,393.495,79,,0.0,0.5366,0.3092,8
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,22,17,1,1857,8,0,3,p7,1,thief,,werewolf,0,0.375,0.0,1,,,2.1429,0.5714,434.114,434.075,79,,0.1667,0.4359,0.25,7
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,13,28,1,1419,8,0,4,p8,1,werewolf,,village,1,0.5,0.333333,,0.0,,2.0,0.5,446.85,446.801,86,,0.5,0.6829,0.5673,3
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,19,20,0,1592,8,0,4,p7,1,thief,,werewolf,0,0.5,0.5,,0.0,,2.0,0.5,408.828,408.787,78,,0.1667,0.5128,0.125,7
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1196,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,,,1.75,0.75,203.05,203.022,58,,0.8333,0.1176,0.0583,4
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1345,8,0,6,p8,1,werewolf,,village,1,0.75,0.640643,,,,2.125,0.125,235.287,235.257,49,,1.0,0.2222,0.1071,8
e-20260830-010837,e-20260830-010837-t005,e-20260830-010837-t005-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,25,15,0,2638,8,0,7,p6,1,werewolf,,village,1,0.875,0.0,2,1.0,,2.8571,0.0,358.272,358.231,75,,1.0,0.375,0.145,6
