experiment_id,trial_id,case_id,case_index,composition,homogeneous_type,status,valid,invalid_reason,rule_set_version,persona_prompt_version,judge_criteria_version,indicator_version,brain_provider,brain_model,rounds,stop_reason,total_speeches,total_passes,total_skips,total_chars,valid_vote_count,abstain_count,top_vote_count,executed,executed_count,executed_final_roles,no_execution_reason,winner,village_correct,vote_concentration,final_entropy,convergence_round,correction_rate,deterioration_rate,mean_confidence_delta,plan_vote_mismatch_rate,elapsed_seconds,ai_wait_seconds,inference_calls,machine_name,village_vote_accuracy,pass_rate,speech_count_gini,decided_from_unknown_count
e-20260830-010451,e-20260830-010451-t001,e-20260830-010451-t001-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,1,1,1428,8,0,3,p1|p8,2,thief|werewolf,,village,1,0.375,0.0,,,,2.0,0.625,434.562,434.53,56,,0.5,0.0625,0.0583,8
e-20260830-010451,e-20260830-010451-t001,e-20260830-010451-t001-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1216,8,0,6,p3,1,villager,,werewolf,0,0.75,0.0,,,,2.1667,0.6667,358.132,358.098,56,,0.0,0.3158,0.1442,6
e-20260830-010451,e-20260830-010451-t001,e-20260830-010451-t001-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1379,8,0,5,p1,1,thief,,werewolf,0,0.625,0.528321,,,,2.0,0.75,221.943,221.915,58,,0.1667,0.2222,0.1071,4
e-20260830-010451,e-20260830-010451-t001,e-20260830-010451-t001-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,2,20,1,184,8,0,7,p1,1,thief,,werewolf,0,0.875,0.0,,,,1.1429,0.0,235.417,235.385,59,,0.0,0.9091,0.875,7
e-20260830-010451,e-20260830-010451-t001,e-20260830-010451-t001-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,7,0,1006,8,0,5,p1,1,thief,,werewolf,0,0.625,0.0,,,,2.2,1.0,211.793,211.771,55,,0.0,0.3684,0.2292,5
e-20260830-010451,e-20260830-010451-t001,e-20260830-010451-t001-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,15,19,0,1284,8,0,7,p7,1,werewolf,,village,1,0.875,0.270426,,,,2.5,0.125,506.426,506.391,69,,1.0,0.5588,0.2583,8
e-20260830-010451,e-20260830-010451-t001,e-20260830-010451-t001-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,2,20,1,131,8,0,7,p1,1,thief,,werewolf,0,0.875,0.0,,,,1.25,0.125,346.282,346.255,58,,0.0,0.9091,0.875,8
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,9,10,1,655,8,0,6,p8,1,werewolf,,village,1,0.75,0.0,2,,,2.2,0.0,403.08,403.053,60,,1.0,0.5263,0.4306,5
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,23,17,1,2365,8,0,4,p2,1,villager,,werewolf,0,0.5,0.306099,6,,,2.125,1.0,540.357,540.317,74,,0.3333,0.425,0.212,8
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,13,0,552,8,0,5,p8,1,werewolf,,village,1,0.625,0.306099,,,,2.0,0.6667,407.441,407.411,64,,1.0,0.619,0.4688,3
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,14,21,0,1252,8,0,5,p1,1,villager,,werewolf,0,0.625,0.240643,,,,2.1667,0.6667,466.33,466.297,79,,0.0,0.6,0.375,6
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,5,16,1,324,8,0,4,p8,1,werewolf,,village,1,0.5,0.333333,,,,1.5,0.5,363.149,363.121,67,,0.6667,0.7619,0.675,4
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,13,31,0,970,8,0,5,p7,1,seer,,werewolf,0,0.625,0.270426,,,,2.0,1.0,547.1,547.057,95,,0.3333,0.7045,0.5673,1
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,16,26,0,1374,8,0,7,p4,1,thief,,werewolf,0,0.875,0.32365,,,,2.25,0.625,474.587,474.544,77,,0.0,0.619,0.4688,8
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1277,8,0,5,p4,1,thief,,werewolf,0,0.625,0.0,,,,2.125,0.625,240.112,240.085,47,,0.0,0.2222,0.1071,8
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,5,0,871,8,0,4,p8,1,werewolf,,village,1,0.5,0.0,,,,1.5,0.5,223.503,223.476,53,,0.6667,0.2778,0.1827,6
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1416,8,0,4,p4,1,thief,,werewolf,0,0.5,0.333333,,,,2.0,0.375,224.278,224.235,45,,0.1667,0.1176,0.0583,8
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1518,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,,,2.0,0.625,229.958,229.927,48,,0.8333,0.2222,0.1071,8
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,17,24,0,1535,8,0,6,p1,1,villager,,werewolf,0,0.75,0.41721,,,,2.4,0.6,503.81,503.767,81,,0.0,0.5854,0.2279,5
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1516,8,0,4,p8,1,werewolf,,village,1,0.5,0.0,,,,1.5,0.25,255.322,255.294,59,,0.6667,0.2222,0.1071,4
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,5,1,1224,8,0,4,p4|p8,2,thief|werewolf,,village,1,0.5,0.0,1,,,2.25,0.25,290.346,290.318,57,,0.6667,0.2778,0.1442,4
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1153,8,0,4,p4,1,thief,,werewolf,0,0.5,0.528321,,,,2.2857,0.7143,314.305,314.276,55,,0.1667,0.2222,0.1071,7
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1460,8,0,6,p5,1,werewolf,,village,1,0.75,0.0,,,,2.125,0.25,221.711,221.679,46,,1.0,0.3158,0.1442,8
e-20260830-010451,e-20260830-010451-t002,e-20260830-010451-t002-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,7,14,0,519,8,0,4,p8,1,werewolf,,village,1,0.5,0.0,,,,1.5,0.875,203.603,203.574,50,,0.8333,0.6667,0.5536,8
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,3,0,1077,8,0,7,p3,1,thief,,werewolf,0,0.875,0.0,,,0.0,2.5,0.5,280.191,280.161,61,,0.0,0.1765,0.125,2
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,20,21,0,1804,8,0,4,p8,1,villager,,werewolf,0,0.5,0.306099,,,0.0,2.25,0.625,504.29,504.249,77,,0.5,0.5122,0.1875,7
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,14,28,1,1174,8,0,7,p3,1,thief,,werewolf,0,0.875,0.5,,,1.0,2.0,0.6667,717.965,717.92,91,,0.0,0.6667,0.4821,5
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,12,0,719,8,0,4,p5,1,werewolf,,village,1,0.5,0.528321,,,,2.0,0.4286,183.422,183.394,55,,0.6667,0.6,0.5,7
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,7,14,0,490,8,0,4,p8,1,villager,,werewolf,0,0.5,0.0,,,0.0,0.6667,1.0,192.743,192.717,60,,0.3333,0.6667,0.5536,2
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,6,15,0,473,8,0,6,p5,1,werewolf,,village,1,0.75,0.306099,2,,0.0,1.875,0.0,175.01,174.986,50,,1.0,0.7143,0.625,7
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,22,19,0,1821,8,0,7,p8,1,villager,,werewolf,0,0.875,0.41721,,,,2.375,0.875,457.498,457.465,73,,0.0,0.4634,0.2159,8
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1032,8,0,6,p5,1,werewolf,,village,1,0.75,0.0,2,,,2.5,0.0,199.641,199.61,54,,1.0,0.2222,0.1071,6
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,6,0,984,8,0,6,p5,1,werewolf,,village,1,0.75,0.306099,2,,0.0,2.1429,0.0,430.969,430.936,56,,1.0,0.3333,0.25,6
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1311,8,0,5,p5,1,werewolf,,village,1,0.625,0.333333,,,0.0,2.0,0.375,251.928,251.9,46,,0.8333,0.1176,0.0583,7
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,23,14,0,2123,8,0,4,p5,1,werewolf,,village,1,0.5,0.306099,,,0.0,2.25,0.125,522.818,522.78,70,,0.6667,0.3784,0.1685,7
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,24,14,1,2204,8,0,5,p3,1,thief,,werewolf,0,0.625,0.333333,,,,2.25,0.625,699.133,699.095,77,,0.0,0.3684,0.0729,8
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,22,17,0,2647,8,0,5,p1,1,seer,,werewolf,0,0.625,0.0,,,0.0,2.375,1.0,490.91,490.866,69,,0.0,0.4359,0.1591,7
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,9,12,0,707,8,0,5,p5,1,werewolf,,village,1,0.625,0.0,1,,,2.1429,0.1429,233.493,233.458,59,,0.8333,0.5714,0.375,7
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,17,15,2,1406,8,0,7,p5,1,werewolf,,village,1,0.875,0.0,1,,0.0,2.0,0.25,634.751,634.705,81,,1.0,0.4688,0.1985,3
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1360,8,0,6,p1,1,seer,,werewolf,0,0.75,0.270426,,,1.0,2.0,0.3333,323.065,323.035,54,,0.0,0.3158,0.1442,5
e-20260830-010451,e-20260830-010451-t003,e-20260830-010451-t003-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1145,8,0,7,p5,1,werewolf,,village,1,0.875,0.486383,,,,3.0,0.0,292.66,292.634,65,,1.0,0.2222,0.1071,2
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,14,21,0,1625,8,0,5,p8,1,villager,,werewolf,0,0.625,0.0,,,,2.2,1.0,571.105,571.06,82,,0.0,0.6,0.3036,5
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1059,8,0,7,p1,1,villager,,werewolf,0,0.875,0.333333,,,,2.8,0.0,413.037,413.003,63,,0.0,0.3158,0.1442,5
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,18,24,0,1538,8,0,6,p8,1,villager,,werewolf,0,0.75,0.0,,,,1.0,1.0,602.792,602.752,90,,0.0,0.5714,0.2361,4
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,5,16,1,420,8,0,5,p1,1,villager,,werewolf,0,0.625,0.0,,,,1.4,0.4,439.952,439.918,69,,0.0,0.7619,0.675,5
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,6,15,0,481,8,0,4,p1,1,villager,,werewolf,0,0.5,0.333333,,,,1.5,0.3333,306.527,306.498,63,,0.3333,0.7143,0.625,6
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,7,0,1086,8,0,5,p8,1,villager,,werewolf,0,0.625,0.0,,,,1.0,1.0,268.919,268.89,64,,0.0,0.3684,0.2292,1
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,10,10,0,839,8,0,5,p8,1,villager,,werewolf,0,0.625,0.0,,,,,,329.926,329.891,68,,0.0,0.5,0.35,0
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,19,20,0,1570,8,0,7,p8,1,villager,,werewolf,0,0.875,0.0,,,,,,336.391,336.353,84,,0.0,0.5128,0.2039,0
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,8,0,891,8,0,6,p1,1,villager,,werewolf,0,0.75,0.306099,,,,0.0,0.0,421.616,421.585,69,,0.0,0.4,0.1667,1
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1137,8,0,4,p1,1,villager,,werewolf,0,0.5,0.0,,,,2.125,0.625,223.207,223.18,48,,0.0,0.2222,0.1071,8
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1262,8,0,7,p7,1,thief,,werewolf,0,0.875,0.0,,,,2.0,0.5,314.442,314.406,58,,0.0,0.1176,0.0583,6
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,19,21,0,1990,8,0,6,p8,1,villager,,werewolf,0,0.75,0.306099,,,,2.1429,1.0,575.672,575.632,77,,0.0,0.525,0.0987,7
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,7,0,1416,8,0,4,p8,1,villager,,werewolf,0,0.5,0.5,,,,2.25,0.625,375.035,375.004,51,,0.0,0.3684,0.2292,8
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,10,10,0,915,8,0,4,p2|p8,2,villager|villager,,werewolf,0,0.5,0.0,,,,,,356.422,356.394,68,,0.0,0.5,0.35,0
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,22,17,0,2045,8,0,2,p1|p3|p8,3,villager|werewolf|villager,,village,1,0.25,0.306099,,,,2.5,0.875,587.698,587.658,81,,0.3333,0.4359,0.1932,8
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1102,8,0,5,p1,1,villager,,werewolf,0,0.625,0.5,,,,,,283.042,283.014,63,,0.0,0.2222,0.1071,0
e-20260830-010451,e-20260830-010451-t004,e-20260830-010451-t004-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1217,8,0,5,p7,1,thief,,werewolf,0,0.625,0.5,2,,,3.0,0.0,201.611,201.583,60,,0.0,0.1176,0.0583,1
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,15,18,1,1612,8,0,7,p7,1,thief,,werewolf,0,0.875,0.240643,3,0.0,,1.875,0.125,561.181,561.146,67,,0.0,0.5455,0.2583,7
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,2,21,0,151,8,0,4,p7,1,thief,,werewolf,0,0.5,0.0,,0.0,,1.5,1.0,246.622,246.591,66,,0.5,0.913,0.875,2
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,4,all_pass,7,23,0,646,8,0,5,p7,1,thief,,werewolf,0,0.625,0.0,,,,2.0,0.7143,351.587,351.555,69,,0.1667,0.7667,0.5536,7
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,6,15,0,420,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,,,,,205.438,205.405,67,,0.8333,0.7143,0.625,0
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,12,0,716,8,0,4,p1,1,villager,,werewolf,0,0.5,0.0,,0.0,,1.25,0.5,251.55,251.52,62,,0.5,0.6,0.5,3
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,15,26,0,1060,8,0,5,p8,1,werewolf,,village,1,0.625,0.216674,3,0.0,,2.0,0.375,646.56,646.506,83,,0.8333,0.6341,0.275,7
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,19,22,1,1959,8,0,5,p3,1,seer,,werewolf,0,0.625,0.270426,,,,2.375,0.875,539.662,539.625,79,,0.0,0.5366,0.3092,8
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,22,17,1,1857,8,0,3,p7,1,thief,,werewolf,0,0.375,0.0,,,,2.1429,0.5714,594.105,594.067,79,,0.1667,0.4359,0.25,7
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,13,28,1,1419,8,0,4,p8,1,werewolf,,village,1,0.5,0.333333,,0.0,,2.0,0.5,603.011,602.976,86,,0.5,0.6829,0.5673,3
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,19,20,0,1592,8,0,4,p7,1,thief,,werewolf,0,0.5,0.507309,,0.0,,2.0,0.5,560.817,560.772,78,,0.1667,0.5128,0.125,7
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1196,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,,,1.75,0.75,283.13,283.097,58,,0.8333,0.1176,0.0583,4
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1345,8,0,6,p8,1,werewolf,,village,1,0.75,0.640643,,,,2.125,0.125,324.125,324.099,49,,1.0,0.2222,0.1071,8
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,25,15,0,2638,8,0,7,p6,1,werewolf,,village,1,0.875,0.0,3,1.0,,2.8571,0.0,511.59,511.546,75,,1.0,0.375,0.145,6
